instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,percentcas,percentreg
244,1/11/11,1,0,1,12,0,2,1,2,0.2,0.2273,0.51,0.1045,2,55,57,0.035087719,0.964912281
245,1/11/11,1,0,1,13,0,2,1,2,0.2,0.2273,0.59,0.0896,6,46,52,0.115384615,0.884615385
246,1/11/11,1,0,1,14,0,2,1,2,0.2,0.2273,0.59,0.0896,3,60,63,0.047619048,0.952380952
247,1/11/11,1,0,1,15,0,2,1,2,0.16,0.197,0.8,0.0896,2,45,47,0.042553191,0.957446809
248,1/11/11,1,0,1,16,0,2,1,2,0.16,0.1515,0.86,0.2239,4,72,76,0.052631579,0.947368421
249,1/11/11,1,0,1,17,0,2,1,2,0.16,0.1515,0.86,0.2239,6,130,136,0.044117647,0.955882353
250,1/11/11,1,0,1,18,0,2,1,3,0.16,0.1818,0.93,0.1045,1,94,95,0.010526316,0.989473684
251,1/11/11,1,0,1,19,0,2,1,3,0.16,0.2273,0.93,0,0,51,51,0,1
252,1/11/11,1,0,1,20,0,2,1,3,0.16,0.1515,0.93,0.194,0,32,32,0,1
253,1/11/11,1,0,1,21,0,2,1,3,0.16,0.197,0.86,0.0896,0,20,20,0,1
254,1/11/11,1,0,1,22,0,2,1,3,0.16,0.1818,0.93,0.1045,1,28,29,0.034482759,0.965517241
255,1/11/11,1,0,1,23,0,2,1,3,0.16,0.197,0.93,0.0896,1,18,19,0.052631579,0.947368421
256,1/12/11,1,0,1,0,0,3,1,2,0.16,0.197,0.86,0.0896,0,7,7,0,1
257,1/12/11,1,0,1,1,0,3,1,2,0.16,0.1818,0.86,0.1045,0,6,6,0,1
258,1/12/11,1,0,1,2,0,3,1,1,0.14,0.1515,0.86,0.1343,0,1,1,0,1
259,1/12/11,1,0,1,5,0,3,1,1,0.14,0.1515,0.86,0.1642,0,5,5,0,1
260,1/12/11,1,0,1,6,0,3,1,1,0.12,0.1515,0.93,0.1343,0,16,16,0,1
261,1/12/11,1,0,1,7,0,3,1,1,0.14,0.1515,0.69,0.1343,0,54,54,0,1
262,1/12/11,1,0,1,8,0,3,1,1,0.16,0.1667,0.59,0.1642,3,125,128,0.0234375,0.9765625
263,1/12/11,1,0,1,9,0,3,1,1,0.16,0.1364,0.59,0.3284,3,78,81,0.037037037,0.962962963
264,1/12/11,1,0,1,10,0,3,1,1,0.18,0.1818,0.55,0.2239,0,39,39,0,1
265,1/12/11,1,0,1,11,0,3,1,1,0.2,0.1818,0.51,0.3881,3,32,35,0.085714286,0.914285714
266,1/12/11,1,0,1,12,0,3,1,1,0.2,0.1515,0.47,0.5821,3,52,55,0.054545455,0.945454545
267,1/12/11,1,0,1,13,0,3,1,1,0.22,0.197,0.44,0.3582,0,49,49,0,1
268,1/12/11,1,0,1,14,0,3,1,1,0.2,0.1818,0.47,0.3284,0,44,44,0,1
269,1/12/11,1,0,1,15,0,3,1,1,0.2,0.1667,0.47,0.4179,1,48,49,0.020408163,0.979591837
270,1/12/11,1,0,1,16,0,3,1,1,0.22,0.197,0.44,0.3284,5,63,68,0.073529412,0.926470588
271,1/12/11,1,0,1,17,0,3,1,1,0.2,0.1818,0.47,0.3582,0,139,139,0,1
272,1/12/11,1,0,1,18,0,3,1,1,0.2,0.1515,0.47,0.5224,2,135,137,0.01459854,0.98540146
273,1/12/11,1,0,1,19,0,3,1,1,0.18,0.1515,0.47,0.4179,1,82,83,0.012048193,0.987951807
274,1/12/11,1,0,1,20,0,3,1,1,0.16,0.1364,0.5,0.3284,2,54,56,0.035714286,0.964285714
275,1/12/11,1,0,1,21,0,3,1,1,0.16,0.1364,0.55,0.3284,0,57,57,0,1
276,1/12/11,1,0,1,22,0,3,1,1,0.16,0.1212,0.55,0.4478,1,32,33,0.03030303,0.96969697
277,1/12/11,1,0,1,23,0,3,1,1,0.14,0.1061,0.59,0.4179,1,19,20,0.05,0.95
278,1/13/11,1,0,1,0,0,4,1,1,0.14,0.1212,0.59,0.2836,1,6,7,0.142857143,0.857142857
279,1/13/11,1,0,1,1,0,4,1,1,0.14,0.1212,0.5,0.2836,0,2,2,0,1
280,1/13/11,1,0,1,2,0,4,1,1,0.14,0.1212,0.5,0.3582,0,2,2,0,1
281,1/13/11,1,0,1,3,0,4,1,1,0.14,0.1212,0.5,0.3284,0,3,3,0,1
282,1/13/11,1,0,1,4,0,4,1,1,0.14,0.1212,0.5,0.2537,0,4,4,0,1
283,1/13/11,1,0,1,5,0,4,1,1,0.14,0.1212,0.5,0.2985,0,3,3,0,1
284,1/13/11,1,0,1,6,0,4,1,1,0.12,0.1515,0.54,0.1343,0,28,28,0,1
285,1/13/11,1,0,1,7,0,4,1,1,0.12,0.1515,0.54,0.1343,0,72,72,0,1
286,1/13/11,1,0,1,8,0,4,1,1,0.14,0.1364,0.5,0.194,5,197,202,0.024752475,0.975247525
287,1/13/11,1,0,1,9,0,4,1,1,0.14,0.1212,0.5,0.3284,2,137,139,0.014388489,0.985611511
288,1/13/11,1,0,1,10,0,4,1,2,0.16,0.1364,0.5,0.3582,2,36,38,0.052631579,0.947368421
289,1/13/11,1,0,1,11,0,4,1,2,0.2,0.1667,0.44,0.4478,4,33,37,0.108108108,0.891891892
290,1/13/11,1,0,1,12,0,4,1,1,0.2,0.1667,0.44,0.4179,3,49,52,0.057692308,0.942307692
291,1/13/11,1,0,1,13,0,4,1,1,0.22,0.197,0.41,0.4478,2,81,83,0.024096386,0.975903614
292,1/13/11,1,0,1,14,0,4,1,1,0.22,0.197,0.41,0.3881,3,39,42,0.071428571,0.928571429
293,1/13/11,1,0,1,15,0,4,1,1,0.24,0.2121,0.38,0.2985,5,55,60,0.083333333,0.916666667
294,1/13/11,1,0,1,16,0,4,1,1,0.24,0.2121,0.38,0.3582,2,76,78,0.025641026,0.974358974
295,1/13/11,1,0,1,17,0,4,1,1,0.2,0.1818,0.4,0.2836,4,158,162,0.024691358,0.975308642
296,1/13/11,1,0,1,18,0,4,1,1,0.2,0.1818,0.4,0.3284,3,141,144,0.020833333,0.979166667
297,1/13/11,1,0,1,19,0,4,1,1,0.16,0.1515,0.47,0.2537,1,98,99,0.01010101,0.98989899
298,1/13/11,1,0,1,20,0,4,1,1,0.16,0.1515,0.47,0.2239,0,64,64,0,1
299,1/13/11,1,0,1,21,0,4,1,1,0.14,0.1212,0.46,0.2985,0,40,40,0,1
300,1/13/11,1,0,1,22,0,4,1,1,0.14,0.1212,0.46,0.3284,0,30,30,0,1
301,1/13/11,1,0,1,23,0,4,1,1,0.12,0.1364,0.5,0.194,1,14,15,0.066666667,0.933333333
302,1/14/11,1,0,1,0,0,5,1,1,0.12,0.1364,0.5,0.194,0,14,14,0,1
303,1/14/11,1,0,1,1,0,5,1,1,0.1,0.1212,0.54,0.1642,0,5,5,0,1
304,1/14/11,1,0,1,2,0,5,1,1,0.1,0.1212,0.54,0.1343,0,1,1,0,1
305,1/14/11,1,0,1,3,0,5,1,1,0.1,0.1364,0.54,0.1045,0,1,1,0,1
306,1/14/11,1,0,1,5,0,5,1,1,0.1,0.1364,0.54,0.0896,0,8,8,0,1
307,1/14/11,1,0,1,6,0,5,1,1,0.1,0.1818,0.54,0,0,17,17,0,1
308,1/14/11,1,0,1,7,0,5,1,1,0.1,0.1212,0.74,0.1642,0,70,70,0,1
309,1/14/11,1,0,1,8,0,5,1,1,0.12,0.1667,0.68,0,2,156,158,0.012658228,0.987341772
310,1/14/11,1,0,1,9,0,5,1,1,0.14,0.1515,0.69,0.1343,0,117,117,0,1
311,1/14/11,1,0,1,10,0,5,1,1,0.18,0.1818,0.55,0.194,4,40,44,0.090909091,0.909090909
312,1/14/11,1,0,1,11,0,5,1,1,0.18,0.1667,0.51,0.2836,6,47,53,0.113207547,0.886792453
313,1/14/11,1,0,1,12,0,5,1,1,0.2,0.197,0.44,0.2537,2,59,61,0.032786885,0.967213115
314,1/14/11,1,0,1,13,0,5,1,1,0.22,0.197,0.37,0.3881,4,73,77,0.051948052,0.948051948
315,1/14/11,1,0,1,14,0,5,1,1,0.22,0.2121,0.41,0.2836,5,59,64,0.078125,0.921875
316,1/14/11,1,0,1,15,0,5,1,1,0.24,0.2424,0.38,0.1642,9,59,68,0.132352941,0.867647059
317,1/14/11,1,0,1,16,0,5,1,1,0.22,0.2424,0.41,0.1045,3,87,90,0.033333333,0.966666667
318,1/14/11,1,0,1,17,0,5,1,1,0.22,0.2273,0.41,0.1642,4,155,159,0.025157233,0.974842767
319,1/14/11,1,0,1,18,0,5,1,1,0.2,0.2576,0.47,0,5,134,139,0.035971223,0.964028777
320,1/14/11,1,0,1,19,0,5,1,1,0.16,0.197,0.59,0.0896,3,89,92,0.032608696,0.967391304
321,1/14/11,1,0,1,20,0,5,1,1,0.18,0.2424,0.59,0,0,68,68,0,1
322,1/14/11,1,0,1,21,0,5,1,1,0.16,0.2273,0.69,0,4,48,52,0.076923077,0.923076923
323,1/14/11,1,0,1,22,0,5,1,2,0.16,0.2273,0.69,0,2,34,36,0.055555556,0.944444444
324,1/14/11,1,0,1,23,0,5,1,2,0.18,0.2424,0.55,0,1,26,27,0.037037037,0.962962963
325,1/15/11,1,0,1,0,0,6,0,1,0.18,0.2424,0.55,0,3,25,28,0.107142857,0.892857143
326,1/15/11,1,0,1,1,0,6,0,2,0.16,0.197,0.59,0.0896,2,18,20,0.1,0.9
327,1/15/11,1,0,1,2,0,6,0,2,0.16,0.197,0.59,0.0896,0,12,12,0,1
328,1/15/11,1,0,1,3,0,6,0,2,0.16,0.2273,0.59,0,1,7,8,0.125,0.875
329,1/15/11,1,0,1,4,0,6,0,2,0.16,0.2273,0.59,0,0,5,5,0,1
330,1/15/11,1,0,1,5,0,6,0,1,0.16,0.2273,0.59,0,0,1,1,0,1
331,1/15/11,1,0,1,6,0,6,0,1,0.14,0.1667,0.63,0.1045,1,2,3,0.333333333,0.666666667
332,1/15/11,1,0,1,7,0,6,0,1,0.14,0.2121,0.63,0,1,9,10,0.1,0.9
333,1/15/11,1,0,1,8,0,6,0,1,0.14,0.1515,0.63,0.1343,1,22,23,0.043478261,0.956521739
334,1/15/11,1,0,1,9,0,6,0,1,0.16,0.1818,0.64,0.1343,2,31,33,0.060606061,0.939393939
335,1/15/11,1,0,1,10,0,6,0,1,0.18,0.197,0.59,0.1642,2,57,59,0.033898305,0.966101695
336,1/15/11,1,0,1,11,0,6,0,1,0.2,0.197,0.55,0.2239,18,54,72,0.25,0.75
337,1/15/11,1,0,1,12,0,6,0,1,0.24,0.2273,0.48,0.2239,15,74,89,0.168539326,0.831460674
338,1/15/11,1,0,1,13,0,6,0,1,0.28,0.2576,0.38,0.2985,21,80,101,0.207920792,0.792079208
339,1/15/11,1,0,1,14,0,6,0,1,0.3,0.2879,0.39,0.2836,26,92,118,0.220338983,0.779661017
340,1/15/11,1,0,1,15,0,6,0,2,0.32,0.3182,0.36,0.194,21,108,129,0.162790698,0.837209302
341,1/15/11,1,0,1,16,0,6,0,2,0.34,0.3333,0.34,0.194,33,95,128,0.2578125,0.7421875
342,1/15/11,1,0,1,17,0,6,0,2,0.32,0.303,0.36,0.2836,29,54,83,0.34939759,0.65060241
343,1/15/11,1,0,1,18,0,6,0,2,0.3,0.2879,0.45,0.2537,15,69,84,0.178571429,0.821428571
344,1/15/11,1,0,1,19,0,6,0,2,0.32,0.303,0.39,0.2537,14,60,74,0.189189189,0.810810811
345,1/15/11,1,0,1,20,0,6,0,2,0.32,0.303,0.39,0.2537,6,35,41,0.146341463,0.853658537
346,1/15/11,1,0,1,21,0,6,0,2,0.32,0.303,0.39,0.2239,6,51,57,0.105263158,0.894736842
347,1/15/11,1,0,1,22,0,6,0,2,0.3,0.3182,0.42,0.1045,0,26,26,0,1
348,1/15/11,1,0,1,23,0,6,0,1,0.3,0.2879,0.45,0.2836,5,39,44,0.113636364,0.886363636
349,1/16/11,1,0,1,0,0,0,0,1,0.26,0.303,0.56,0,6,33,39,0.153846154,0.846153846
350,1/16/11,1,0,1,1,0,0,0,1,0.26,0.2727,0.56,0.1343,4,19,23,0.173913043,0.826086957
351,1/16/11,1,0,1,2,0,0,0,1,0.26,0.2879,0.56,0.0896,3,13,16,0.1875,0.8125
352,1/16/11,1,0,1,3,0,0,0,1,0.22,0.2727,0.69,0,9,6,15,0.6,0.4
353,1/16/11,1,0,1,4,0,0,0,1,0.26,0.2576,0.56,0.1642,0,1,1,0,1
354,1/16/11,1,0,1,5,0,0,0,2,0.26,0.2576,0.56,0.1642,1,1,2,0.5,0.5
355,1/16/11,1,0,1,6,0,0,0,2,0.26,0.2576,0.56,0.1642,0,1,1,0,1
356,1/16/11,1,0,1,7,0,0,0,2,0.24,0.2121,0.56,0.2985,0,3,3,0,1
357,1/16/11,1,0,1,8,0,0,0,1,0.22,0.2121,0.55,0.2836,0,18,18,0,1
358,1/16/11,1,0,1,9,0,0,0,1,0.22,0.2121,0.51,0.2537,3,29,32,0.09375,0.90625
359,1/16/11,1,0,1,10,0,0,0,1,0.22,0.2121,0.51,0.2836,8,71,79,0.101265823,0.898734177
360,1/16/11,1,0,1,11,0,0,0,1,0.24,0.2273,0.44,0.2537,23,70,93,0.247311828,0.752688172
361,1/16/11,1,0,1,12,0,0,0,1,0.24,0.2121,0.41,0.2836,29,75,104,0.278846154,0.721153846
362,1/16/11,1,0,1,13,0,0,0,1,0.26,0.2273,0.35,0.2985,23,95,118,0.194915254,0.805084746
363,1/16/11,1,0,1,14,0,0,0,1,0.28,0.2727,0.36,0.2537,22,69,91,0.241758242,0.758241758
364,1/16/11,1,0,1,15,0,0,0,1,0.26,0.2424,0.38,0.2537,35,78,113,0.309734513,0.690265487
365,1/16/11,1,0,1,16,0,0,0,1,0.24,0.2273,0.38,0.2239,22,77,99,0.222222222,0.777777778
366,1/16/11,1,0,1,17,0,0,0,1,0.22,0.2121,0.37,0.2537,23,82,105,0.219047619,0.780952381
367,1/16/11,1,0,1,18,0,0,0,1,0.2,0.2121,0.4,0.1642,11,56,67,0.164179104,0.835820896
368,1/16/11,1,0,1,19,0,0,0,1,0.18,0.197,0.47,0.1343,14,47,61,0.229508197,0.770491803
369,1/16/11,1,0,1,20,0,0,0,1,0.18,0.197,0.47,0.1642,7,50,57,0.122807018,0.877192982
370,1/16/11,1,0,1,21,0,0,0,1,0.18,0.197,0.51,0.1642,6,22,28,0.214285714,0.785714286
371,1/16/11,1,0,1,22,0,0,0,2,0.2,0.2121,0.49,0.1343,2,19,21,0.095238095,0.904761905
372,1/16/11,1,0,1,23,0,0,0,2,0.2,0.2273,0.4,0.1045,0,18,18,0,1
373,1/17/11,1,0,1,0,1,1,0,2,0.2,0.197,0.47,0.2239,1,16,17,0.058823529,0.941176471
374,1/17/11,1,0,1,1,1,1,0,2,0.2,0.197,0.44,0.194,1,15,16,0.0625,0.9375
375,1/17/11,1,0,1,2,1,1,0,2,0.18,0.1667,0.43,0.2537,0,8,8,0,1
376,1/17/11,1,0,1,3,1,1,0,2,0.18,0.1818,0.43,0.194,0,2,2,0,1
377,1/17/11,1,0,1,4,1,1,0,2,0.18,0.197,0.43,0.1343,1,2,3,0.333333333,0.666666667
378,1/17/11,1,0,1,5,1,1,0,2,0.18,0.197,0.43,0.1642,0,1,1,0,1
379,1/17/11,1,0,1,6,1,1,0,2,0.18,0.1818,0.43,0.194,0,5,5,0,1
380,1/17/11,1,0,1,7,1,1,0,2,0.16,0.1818,0.5,0.1343,4,9,13,0.307692308,0.692307692
381,1/17/11,1,0,1,8,1,1,0,2,0.16,0.1515,0.47,0.2239,3,30,33,0.090909091,0.909090909
382,1/17/11,1,0,1,9,1,1,0,2,0.16,0.1515,0.47,0.2239,8,39,47,0.170212766,0.829787234
383,1/17/11,1,0,1,10,1,1,0,2,0.16,0.1515,0.5,0.2537,7,50,57,0.122807018,0.877192982
384,1/17/11,1,0,1,11,1,1,0,2,0.16,0.1515,0.55,0.194,9,55,64,0.140625,0.859375
385,1/17/11,1,0,1,12,1,1,0,2,0.18,0.197,0.47,0.1343,10,70,80,0.125,0.875
386,1/17/11,1,0,1,13,1,1,0,2,0.18,0.197,0.47,0.1343,13,80,93,0.139784946,0.860215054
387,1/17/11,1,0,1,14,1,1,0,2,0.18,0.2121,0.43,0.1045,12,74,86,0.139534884,0.860465116
388,1/17/11,1,0,1,15,1,1,0,2,0.2,0.2121,0.47,0.1642,21,72,93,0.225806452,0.774193548
389,1/17/11,1,0,1,16,1,1,0,2,0.2,0.2121,0.47,0.1642,6,76,82,0.073170732,0.926829268
390,1/17/11,1,0,1,17,1,1,0,1,0.2,0.197,0.51,0.194,4,67,71,0.056338028,0.943661972
391,1/17/11,1,0,1,18,1,1,0,2,0.18,0.1667,0.55,0.2537,7,85,92,0.076086957,0.923913043
392,1/17/11,1,0,1,19,1,1,0,3,0.18,0.1818,0.59,0.194,2,58,60,0.033333333,0.966666667
393,1/17/11,1,0,1,20,1,1,0,3,0.16,0.1515,0.8,0.194,4,29,33,0.121212121,0.878787879
394,1/17/11,1,0,1,21,1,1,0,3,0.16,0.1515,0.8,0.194,3,24,27,0.111111111,0.888888889
395,1/17/11,1,0,1,22,1,1,0,3,0.14,0.1212,0.93,0.2537,0,13,13,0,1
396,1/17/11,1,0,1,23,1,1,0,3,0.16,0.1364,0.86,0.2836,1,3,4,0.25,0.75
397,1/18/11,1,0,1,12,0,2,1,2,0.2,0.1818,0.86,0.3284,0,3,3,0,1
398,1/18/11,1,0,1,13,0,2,1,2,0.2,0.197,0.86,0.2239,0,22,22,0,1
399,1/18/11,1,0,1,14,0,2,1,2,0.22,0.2273,0.8,0.1642,2,26,28,0.071428571,0.928571429
400,1/18/11,1,0,1,15,0,2,1,2,0.22,0.2273,0.87,0.1642,3,32,35,0.085714286,0.914285714
401,1/18/11,1,0,1,16,0,2,1,2,0.22,0.2273,0.87,0.194,0,61,61,0,1
402,1/18/11,1,0,1,17,0,2,1,2,0.22,0.2273,0.82,0.194,1,124,125,0.008,0.992
403,1/18/11,1,0,1,18,0,2,1,2,0.22,0.2273,0.8,0.1642,1,132,133,0.007518797,0.992481203
404,1/18/11,1,0,1,19,0,2,1,2,0.22,0.2273,0.8,0.1343,1,98,99,0.01010101,0.98989899
405,1/18/11,1,0,1,20,0,2,1,2,0.22,0.2727,0.87,0,0,83,83,0,1
406,1/18/11,1,0,1,21,0,2,1,2,0.22,0.2424,0.93,0.1045,0,41,41,0,1
407,1/18/11,1,0,1,22,0,2,1,2,0.22,0.2576,0.93,0.0896,0,33,33,0,1
408,1/18/11,1,0,1,23,0,2,1,2,0.22,0.2727,0.93,0,1,19,20,0.05,0.95
409,1/19/11,1,0,1,0,0,3,1,2,0.22,0.2727,0.93,0,0,3,3,0,1
410,1/19/11,1,0,1,1,0,3,1,3,0.22,0.2273,0.93,0.1343,1,6,7,0.142857143,0.857142857
411,1/19/11,1,0,1,2,0,3,1,3,0.22,0.2273,0.93,0.1343,0,3,3,0,1
412,1/19/11,1,0,1,4,0,3,1,3,0.22,0.2273,0.93,0.1343,1,1,2,0.5,0.5
413,1/19/11,1,0,1,5,0,3,1,2,0.22,0.2576,0.93,0.0896,0,7,7,0,1
414,1/19/11,1,0,1,6,0,3,1,2,0.22,0.2576,0.93,0.0896,0,32,32,0,1
415,1/19/11,1,0,1,7,0,3,1,2,0.24,0.2576,0.92,0.1045,1,89,90,0.011111111,0.988888889
416,1/19/11,1,0,1,8,0,3,1,2,0.24,0.2576,0.93,0.1045,1,196,197,0.005076142,0.994923858
417,1/19/11,1,0,1,9,0,3,1,2,0.24,0.2576,0.93,0.1045,2,107,109,0.018348624,0.981651376
418,1/19/11,1,0,1,10,0,3,1,2,0.26,0.2727,0.93,0.1343,1,46,47,0.021276596,0.978723404
419,1/19/11,1,0,1,11,0,3,1,2,0.28,0.303,0.87,0.0896,5,47,52,0.096153846,0.903846154
420,1/19/11,1,0,1,12,0,3,1,2,0.3,0.3182,0.81,0.0896,5,65,70,0.071428571,0.928571429
421,1/19/11,1,0,1,13,0,3,1,1,0.4,0.4091,0.62,0.2836,11,67,78,0.141025641,0.858974359
422,1/19/11,1,0,1,14,0,3,1,1,0.4,0.4091,0.58,0.2537,7,68,75,0.093333333,0.906666667
423,1/19/11,1,0,1,15,0,3,1,1,0.4,0.4091,0.54,0.2836,4,78,82,0.048780488,0.951219512
424,1/19/11,1,0,1,16,0,3,1,1,0.38,0.3939,0.58,0.3881,10,94,104,0.096153846,0.903846154
425,1/19/11,1,0,1,17,0,3,1,1,0.36,0.3333,0.57,0.3284,7,190,197,0.035532995,0.964467005
426,1/19/11,1,0,1,18,0,3,1,1,0.34,0.3182,0.61,0.2836,5,156,161,0.031055901,0.968944099
427,1/19/11,1,0,1,19,0,3,1,1,0.32,0.2879,0.57,0.4179,4,108,112,0.035714286,0.964285714
428,1/19/11,1,0,1,20,0,3,1,1,0.32,0.303,0.49,0.2985,2,74,76,0.026315789,0.973684211
429,1/19/11,1,0,1,21,0,3,1,1,0.32,0.2879,0.49,0.4179,4,55,59,0.06779661,0.93220339
430,1/19/11,1,0,1,22,0,3,1,1,0.3,0.303,0.52,0.1642,6,53,59,0.101694915,0.898305085
431,1/19/11,1,0,1,23,0,3,1,1,0.3,0.2727,0.52,0.4627,1,27,28,0.035714286,0.964285714
432,1/20/11,1,0,1,0,0,4,1,1,0.26,0.2273,0.56,0.3881,5,8,13,0.384615385,0.615384615
433,1/20/11,1,0,1,1,0,4,1,1,0.26,0.2727,0.56,0,2,3,5,0.4,0.6
434,1/20/11,1,0,1,2,0,4,1,1,0.26,0.2727,0.56,0,0,2,2,0,1
435,1/20/11,1,0,1,3,0,4,1,1,0.26,0.2576,0.56,0.1642,0,1,1,0,1
436,1/20/11,1,0,1,4,0,4,1,1,0.26,0.2576,0.56,0.1642,0,1,1,0,1
437,1/20/11,1,0,1,5,0,4,1,1,0.24,0.2273,0.6,0.2239,0,6,6,0,1
438,1/20/11,1,0,1,6,0,4,1,1,0.22,0.2121,0.6,0.2239,0,35,35,0,1
439,1/20/11,1,0,1,7,0,4,1,1,0.22,0.2121,0.55,0.2239,1,100,101,0.00990099,0.99009901
440,1/20/11,1,0,1,8,0,4,1,1,0.22,0.2121,0.55,0.2836,2,247,249,0.008032129,0.991967871
441,1/20/11,1,0,1,9,0,4,1,2,0.24,0.2273,0.52,0.2239,3,140,143,0.020979021,0.979020979
442,1/20/11,1,0,1,10,0,4,1,1,0.26,0.2273,0.48,0.2985,1,56,57,0.01754386,0.98245614
443,1/20/11,1,0,1,11,0,4,1,2,0.28,0.2727,0.45,0.1642,5,63,68,0.073529412,0.926470588
444,1/20/11,1,0,1,12,0,4,1,2,0.3,0.3333,0.42,0,7,77,84,0.083333333,0.916666667
445,1/20/11,1,0,1,13,0,4,1,2,0.28,0.2879,0.45,0.1045,12,86,98,0.12244898,0.87755102
446,1/20/11,1,0,1,14,0,4,1,2,0.3,0.303,0.45,0.1343,6,75,81,0.074074074,0.925925926
447,1/20/11,1,0,1,15,0,4,1,2,0.32,0.3182,0.45,0.194,8,62,70,0.114285714,0.885714286
448,1/20/11,1,0,1,16,0,4,1,2,0.3,0.303,0.49,0.1343,8,83,91,0.087912088,0.912087912
449,1/20/11,1,0,1,17,0,4,1,2,0.3,0.3182,0.49,0.1045,8,207,215,0.037209302,0.962790698
450,1/20/11,1,0,1,18,0,4,1,2,0.26,0.2576,0.56,0.194,1,184,185,0.005405405,0.994594595
451,1/20/11,1,0,1,19,0,4,1,1,0.26,0.2273,0.56,0.3284,6,146,152,0.039473684,0.960526316
452,1/20/11,1,0,1,20,0,4,1,2,0.26,0.2424,0.6,0.2836,2,124,126,0.015873016,0.984126984
453,1/20/11,1,0,1,21,0,4,1,2,0.24,0.2273,0.6,0.2537,3,54,57,0.052631579,0.947368421
454,1/20/11,1,0,1,22,0,4,1,2,0.24,0.2121,0.65,0.2836,0,56,56,0,1
455,1/20/11,1,0,1,23,0,4,1,2,0.24,0.2121,0.65,0.3284,3,28,31,0.096774194,0.903225806
456,1/21/11,1,0,1,0,0,5,1,2,0.24,0.2273,0.7,0.2537,1,20,21,0.047619048,0.952380952
457,1/21/11,1,0,1,1,0,5,1,2,0.24,0.2273,0.7,0.2537,0,6,6,0,1
458,1/21/11,1,0,1,2,0,5,1,3,0.24,0.2424,0.75,0.1642,0,2,2,0,1
459,1/21/11,1,0,1,3,0,5,1,3,0.22,0.2121,0.8,0.2985,0,1,1,0,1
460,1/21/11,1,0,1,4,0,5,1,2,0.22,0.2576,0.87,0.0896,0,1,1,0,1
461,1/21/11,1,0,1,5,0,5,1,1,0.24,0.197,0.6,0.4179,1,4,5,0.2,0.8
462,1/21/11,1,0,1,6,0,5,1,1,0.22,0.2121,0.55,0.2537,0,27,27,0,1
463,1/21/11,1,0,1,7,0,5,1,1,0.2,0.1818,0.51,0.2836,2,66,68,0.029411765,0.970588235
464,1/21/11,1,0,1,8,0,5,1,1,0.2,0.1818,0.47,0.3284,7,210,217,0.032258065,0.967741935
465,1/21/11,1,0,1,9,0,5,1,1,0.2,0.1818,0.51,0.3582,7,159,166,0.042168675,0.957831325
466,1/21/11,1,0,1,10,0,5,1,1,0.2,0.1667,0.47,0.4627,6,57,63,0.095238095,0.904761905
467,1/21/11,1,0,1,11,0,5,1,1,0.22,0.1818,0.41,0.4627,6,53,59,0.101694915,0.898305085
468,1/21/11,1,0,1,12,0,5,1,1,0.22,0.1818,0.27,0.5821,11,67,78,0.141025641,0.858974359
469,1/21/11,1,0,1,13,0,5,1,1,0.2,0.1515,0.21,0.5821,8,65,73,0.109589041,0.890410959
470,1/21/11,1,0,1,14,0,5,1,1,0.2,0.1515,0.25,0.5224,6,56,62,0.096774194,0.903225806
471,1/21/11,1,0,1,15,0,5,1,1,0.16,0.1212,0.26,0.4478,4,61,65,0.061538462,0.938461538
472,1/21/11,1,0,1,16,0,5,1,1,0.16,0.1364,0.26,0.3582,0,97,97,0,1
473,1/21/11,1,0,1,17,0,5,1,1,0.14,0.1212,0.28,0.3582,10,151,161,0.062111801,0.937888199
474,1/21/11,1,0,1,18,0,5,1,1,0.12,0.1212,0.3,0.2537,1,119,120,0.008333333,0.991666667
475,1/21/11,1,0,1,19,0,5,1,1,0.12,0.1061,0.3,0.3284,3,93,96,0.03125,0.96875
476,1/21/11,1,0,1,20,0,5,1,1,0.1,0.0758,0.33,0.4179,1,52,53,0.018867925,0.981132075
477,1/21/11,1,0,1,21,0,5,1,1,0.08,0.0758,0.38,0.2836,0,41,41,0,1
478,1/21/11,1,0,1,22,0,5,1,1,0.06,0.0303,0.41,0.3881,1,33,34,0.029411765,0.970588235
479,1/21/11,1,0,1,23,0,5,1,1,0.06,0.0455,0.38,0.3284,0,27,27,0,1
480,1/22/11,1,0,1,0,0,6,0,1,0.04,0.0303,0.45,0.2537,0,13,13,0,1
481,1/22/11,1,0,1,1,0,6,0,2,0.04,0,0.41,0.3881,3,9,12,0.25,0.75
482,1/22/11,1,0,1,2,0,6,0,2,0.04,0.0303,0.41,0.2537,0,11,11,0,1
483,1/22/11,1,0,1,3,0,6,0,2,0.04,0.0303,0.41,0.2836,1,6,7,0.142857143,0.857142857
484,1/22/11,1,0,1,4,0,6,0,2,0.02,0.0152,0.48,0.2985,0,3,3,0,1
485,1/22/11,1,0,1,6,0,6,0,2,0.02,0.0303,0.44,0.2239,0,2,2,0,1
486,1/22/11,1,0,1,7,0,6,0,1,0.02,0.0152,0.44,0.2836,0,8,8,0,1
487,1/22/11,1,0,1,8,0,6,0,1,0.02,0,0.44,0.3284,1,26,27,0.037037037,0.962962963
488,1/22/11,1,0,1,9,0,6,0,1,0.04,0.0303,0.41,0.2537,3,37,40,0.075,0.925
